Price,Adj Close,Close,High,Low,Open,Volume
Ticker,DOLPHIN.BO,DOLPHIN.BO,DOLPHIN.BO,DOLPHIN.BO,DOLPHIN.BO,DOLPHIN.BO
Date,,,,,,
2001-12-31,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,20
2002-01-01,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,0
2002-01-02,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,110
2002-01-03,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,0
2002-01-04,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,0
2002-01-07,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,20
2002-01-08,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,0
2002-01-09,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,0
2002-01-10,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,50
2002-01-11,33.92825698852539,33.92825698852539,33.92825698852539,33.92825698852539,33.92825698852539,20
2002-01-14,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,20
2002-01-15,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,390
2002-01-16,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,130
2002-01-17,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,0
2002-01-18,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,0
2002-01-21,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,670
2002-01-22,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,50
2002-01-23,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,80
2002-01-24,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,35.713951110839844,50
2002-01-25,38.92821502685547,38.92821502685547,38.92821502685547,38.92821502685547,38.92821502685547,130
2002-01-28,46.42814254760742,46.42814254760742,46.42814254760742,46.42814254760742,46.42814254760742,910
2002-01-29,52.49951934814453,52.49951934814453,52.49951934814453,52.49951934814453,52.49951934814453,230
2002-01-30,48.749549865722656,48.749549865722656,48.749549865722656,48.749549865722656,48.749549865722656,510
2002-01-31,46.42814254760742,46.42814254760742,46.42814254760742,46.42814254760742,46.42814254760742,110
2002-02-01,37.499664306640625,37.499664306640625,37.499664306640625,37.499664306640625,37.499664306640625,0
2002-02-04,43.74960708618164,43.74960708618164,43.74960708618164,43.74960708618164,43.74960708618164,20
2002-02-05,48.57098388671875,48.57098388671875,48.57098388671875,48.57098388671875,48.57098388671875,120
2002-02-06,46.42814254760742,46.42814254760742,46.42814254760742,46.42814254760742,46.42814254760742,180
2002-02-07,37.67822265625,37.67822265625,37.67822265625,37.67822265625,37.67822265625,0
2002-02-08,44.821022033691406,44.821022033691406,44.821022033691406,44.821022033691406,44.821022033691406,360
